Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
YLH7I4I7,journalArticle,2021,"Singer, Jeremiah; Jenness, James W.; Tefft, Brian C.; Benson, Aaron; Horrey, William J.","Do the Branding, Tone, and Mode of Training Materials Influence Consumer Understanding of a Partially Automated Driving System?",Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,2169-5067,10.1177/1071181321651058,https://doi.org/10.1177/1071181321651058,"Novakazi, F., Johansson, M., Strömberg, H., & Karlsson, M. (2021). Levels of what? Investigating drivers’ understanding of different levels of automation in vehicles. Journal of Cognitive Engineering and Decision Making, 15(2-3), 116-132.",9/1/2021,3/20/2022 23:56,10/11/2022 21:34,3/20/2022 23:56,326-326,,1,65,,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,"C:\Users\Quan\Zotero\storage\Y5DLBDDY\Singer et al. - 2021 - Do the Branding, Tone, and Mode of Training Materi.pdf",,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA595TLC,journalArticle,2021,"Novakazi, Fjollë; Johansson, Mikael; Strömberg, Helena; Karlsson, MariAnne",Levels of What?Investigating Drivers’ Understanding of Different Levels of Automation in Vehicles,Journal of Cognitive Engineering and Decision Making,,1555-3434,10.1177/15553434211009024,https://doi.org/10.1177/15553434211009024,"Extant levels of automation (LoAs) taxonomies describe variations in function allocations between the driver and the driving automation system (DAS) from a technical perspective. However, these taxonomies miss important human factors issues and when design decisions are based on them, the resulting interaction design leaves users confused. Therefore, the aim of this paper is to describe how users perceive different DASs by eliciting insights from an empirical driving study facilitating a Wizard-of-Oz approach, where 20 participants were interviewed after experiencing systems on two different LoAs under real driving conditions. The findings show that participants talked about the DAS by describing different relationships and dependencies between three different elements: the context (traffic conditions, road types), the vehicle (abilities, limitations, vehicle operations), and the driver (control, attentional demand, interaction with displays and controls, operation of vehicle), each with associated aspects that indicate what users identify as relevant when describing a vehicle with automated systems. Based on these findings, a conceptual model is proposed by which designers can differentiate LoAs from a human-centric perspective and that can aid in the development of design guidelines for driving automation.",9/1/2021,9/1/2022 20:10,10/11/2022 21:33,9/1/2022 20:10,116-132,,3-Feb,15,,Journal of Cognitive Engineering and Decision Making,Levels of What?,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications,,C:\Users\Quan\Zotero\storage\MLKK82QW\Novakazi et al. - 2021 - Levels of WhatInvestigating Drivers’ Understandin.pdf,,Include,automated driving; empirical study; human-centric; levels of automation; user study; vehicle automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6LZX8IFD,journalArticle,2021,"Lee, Chaiwoo; Gershon, Pnina; Reimer, Bryan; Mehler, Bruce; Coughlin, Joseph F.",Consumer Knowledge and Acceptance of Driving Automation: Changes Over Time and Across Age Groups,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,2169-5067,10.1177/1071181321651116,https://doi.org/10.1177/1071181321651116,"Increasing availability of and extensive investments toward automation in consumer vehicles call for a better understanding of public perceptions and acceptance. This study presents a five-year series of large-scale surveys (N=17,548, average 3,510 participants/year) on consumer knowledge and acceptance of vehicle automation in the United States. Results suggest a continued hesitance toward use of self-driving vehicles, with willingness to use increasing sharply under hypothetical conditions around inability to drive and added safety assurance. While drivers of all ages were most comfortable with driver assist level automation, acceptance of automation overall decreased with age. Findings also indicate that the public may have incorrect beliefs regarding the availability of self-driving vehicles. In conclusion, drivers’ acceptance of vehicle automation changes over time, is tied to factors beyond the current state of development and deployment, and may depend on a relative assessment of benefits and reliability in comparison to their own driving capabilities.",9/1/2021,11/16/2021 15:31,10/11/2022 21:32,1/10/2022 16:32,1395-1399,,1,65,,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,Consumer Knowledge and Acceptance of Driving Automation,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\2L5HKU5P\Lee et al. - 2021 - Consumer Knowledge and Acceptance of Driving Autom.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV4R2IEV,journalArticle,2021,"Kanaan, Dina; Powell, Mattea; Donmez, Birsen",Assessment of Driving Automation Interfaces via Visual Attention Measures: A Literature Review,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,,2169-5067,10.1177/1071181321651258,https://doi.org/10.1177/1071181321651258,"Different in-vehicle interface designs have been proposed to support drivers in operating vehicle automation systems. Measures of visual attention are particularly useful in the evaluation of such interfaces, especially in conditions when driving performance measures cannot be used, i.e., when the driver is not physically controlling the vehicle. In this paper, we present a literature review on visual attention measures in the assessment of in-vehicle interfaces to support the use of driving automation. This review was a preliminary pilot study for a larger, ongoing scoping review investigating visual attention and driving automation more broadly. Based on a systematic search of one engineering literature database, this review focused on driving automation that does not require the driver to physically control the vehicle but does require driver involvement in some capacity. The findings of this review contributed to the development of the larger review and can help identify future research trends.",9/1/2021,11/16/2021 15:30,10/11/2022 21:32,11/16/2021 15:30,1400-1404,,1,65,,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,Assessment of Driving Automation Interfaces via Visual Attention Measures,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\K22KPWSL\Kanaan et al. - 2021 - Assessment of Driving Automation Interfaces via Vi.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2BWTCEZ,journalArticle,2021,"Hungund, Apoorva P.; Pai, Ganesh; Pradhan, Anuj K.",Systematic Review of Research on Driver Distraction in the Context of Advanced Driver Assistance Systems,Transportation Research Record,,0361-1981,10.1177/03611981211004129,https://doi.org/10.1177/03611981211004129,"Advanced driver assistance systems (ADAS) promise improved driving performance and safety. With ADAS taking on more vehicle control tasks, the driver’s role may be reduced to that of passive supervision. This in turn may increase drivers’ engagement in non-driving-related tasks, thereby potentially reducing any promised safety benefit. We conducted a systematic review, in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, to study the relationship between ADAS use and driver distraction. Four research questions were addressed—two questions examined the effect of ADAS on secondary task engagement, and the quality of secondary task performance, and two addressed the effects of ADAS on driver attention and on driver behavior changes caused by secondary task engagement. Twenty-nine papers were selected for full text synthesis. The majority of the papers indicate an association between ADAS and increased secondary task engagement, as well as improved secondary task performance. Ten papers reported that drivers tend to divert their attention to secondary tasks and away from driving tasks. These outcomes highlight the continued importance of the role of the human driver despite vehicle automation, especially in the context of driver distraction, and that user understanding of ADAS functionalities and limitations is essential to appropriate and effective use of these systems.",9/1/2021,1/10/2022 16:31,10/11/2022 21:16,1/10/2022 16:31,756-765,,9,2675,,Transportation Research Record,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\S8ZSSY5Z\Hungund et al. - 2021 - Systematic Review of Research on Driver Distractio.pdf,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8GM73MIM,journalArticle,2021,"Perumal, P. Shunmuga; Sujasree, M.; Chavhan, Suresh; Gupta, Deepak; Mukthineni, Venkat; Shimgekar, Soorya Ram; Khanna, Ashish; Fortino, Giancarlo","An insight into crash avoidance and overtaking advice systems for Autonomous Vehicles: A review, challenges and solutions",Engineering Applications of Artificial Intelligence,,9521976,10.1016/j.engappai.2021.104406,https://linkinghub.elsevier.com/retrieve/pii/S0952197621002542,"Emergence of communication technologies made the automotive industries across the globe to embrace Advanced Driver Assistance Systems (ADAS) by considerable investments to ensure accident-free travel, reduction of pollution, fuel conservation. ADAS achieves its goals by integrating complex subsystems such as obstacle avoidance, overtaking advice, lane changing assistance, planning shortest routes, parking assistance, automatic gear shifting, etc., using the emerging technologies. This article emphasizes the road safety aspect of the ADAS by exploring Crash Avoidance and Overtaking Advice (CAOA) subsystems. Existing studies have a noticeable lack of connectivity between various aspects of CAOA subsystems. This review deeply explores and connects CAOA subsystems like road geometries, road debris, obstacle avoidance algorithms powered by Artificial Intelligence (AI), overtaking advice systems, perception challenges of human drivers in various light and weather conditions, driver inattention and misjudgments, vehicle blind-spots, vehicle parameter analysis, performance of vision sensors, in-vehicle computers, driver–vehicle interactions, Vehicle to Infrastructure (V2I) technologies. This article emphasizes the three primary performance metrics of the ADAS, namely accuracy, response time and robustness. Finally, this article discusses a typical functional architecture and gaps identified in existing studies. This article is structured to assist like-minded researchers, who work on CAOA systems for road safety.",2021-09,4/30/2022 16:07,10/11/2022 21:14,4/30/2022 16:07,104406,,,104,,Engineering Applications of Artificial Intelligence,An insight into crash avoidance and overtaking advice systems for Autonomous Vehicles,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Quan\Zotero\storage\9E4KV3VC\Perumal et al. - 2021 - An insight into crash avoidance and overtaking adv.pdf,,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC6K2CSW,journalArticle,2021,"McDonnell, Amy S.; Simmons, Trent G.; Erickson, Gus G.; Lohani, Monika; Cooper, Joel M.; Strayer, David L.",This Is Your Brain on Autopilot: Neural Indices of Driver Workload and Engagement During Partial Vehicle Automation,Human Factors,,0018-7208,10.1177/00187208211039091,https://doi.org/10.1177/00187208211039091,"ObjectiveThis research explores the effect of partial vehicle automation on neural indices of mental workload and visual engagement during on-road driving.BackgroundThere is concern that the introduction of automated technology in vehicles may lead to low driver stimulation and subsequent disengagement from the driving environment. Simulator-based studies have examined the effect of automation on a driver?s cognitive state, but it is unknown how the conclusions translate to on-road driving. Electroencephalographic (EEG) measures of frontal theta and parietal alpha can provide insight into a driver?s mental workload and visual engagement while driving under various conditions.MethodEEG was recorded from 71 participants while driving on the roadway. We examined two age cohorts, on two different highway configurations, in four different vehicles, with partial vehicle automation both engaged and disengaged.ResultsAnalysis of frontal theta and parietal alpha power revealed that there was no change in mental workload or visual engagement when driving manually compared with driving under partial vehicle automation.ConclusionDrivers new to the technology remained engaged with the driving environment when operating under partial vehicle automation. These findings suggest that the concern surrounding driver disengagement under vehicle automation may need to be tempered, at least for drivers new to the experience.ApplicationThese findings expand our understanding of the effects of partial vehicle automation on drivers? cognitive states.",8/20/2021,9/22/2021 15:22,10/11/2022 21:12,8/24/2021 15:54,1.87E+14,,,,,Hum Factors,This Is Your Brain on Autopilot,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Quan\Zotero\storage\6MUCX4TU\McDonnell et al. - 2021 - This Is Your Brain on Autopilot Neural Indices of.pdf,,Exclude,levels of automation; alpha; attentional processes; electroencephalography; human–automation interaction; theta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QTL6H3UZ,journalArticle,2021,"Oviedo-Trespalacios, Oscar; Tichon, Jennifer; Briant, Oliver",Is a flick-through enough? A content analysis of Advanced Driver Assistance Systems (ADAS) user manuals,PLOS ONE,,1932-6203,10.1371/journal.pone.0252688,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252688,"Advanced Driver Assistance Systems (ADAS) are being developed and installed in increasing numbers. Some of the most popular ADAS include blind spot monitoring and cruise control which are fitted in the majority of new vehicles sold in high-income countries. With more drivers having access to these technologies, it is imperative to develop policy and strategies to guarantee the safe uptake of ADAS. One key issue is that ADAS education has been primarily centred on the user manual which are not widely utilised. Moreover, it is unclear if user manuals are an adequate source of education in terms of content and readability. To address this research gap, a content analysis was used to assess the differences in ADAS-related content and readability among the manuals of the highest selling vehicles in Australia. The qualitative findings showed that there are seven themes in the user manuals: differences between driving with and without ADAS, familiarisation requirements, operational limits of the ADAS, potential ADAS errors, behaviour adaptation warnings, confusion warnings, and malfunction warnings. The quantitative analysis found that some of the manuals require several years of education above the recommended for a universal audience (>8 years) to be understood. Additionally, there is a notable number of text diversions and infographics which could make comprehension of the user manual difficult. This investigation shows that there is a lack of standardisation of ADAS user manuals (in both content and delivery of information) which requires regulatory oversight. Driver ADAS education needs to be prioritised by policymakers and practitioners as smart technology continues to increase across the transport system. It seems that current strategies based on user manuals are insufficient to achieve successful adoption and safe use of these technologies.",6/17/2021,9/22/2021 15:21,10/11/2022 21:10,7/1/2021 13:06,e0252688,,6,16,,PLOS ONE,Is a flick-through enough?,,,,,,,en,,,,,PLoS Journals,,Number: 6 Publisher: Public Library of Science,,C:\Users\Quan\Zotero\storage\KADQTR2B\Oviedo-Trespalacios et al. - 2021 - Is a flick-through enough A content analysis of A.pdf; C:\Users\Quan\Zotero\storage\HU44NG8J\article.html,,Include,Brakes; Control systems; Corolla; Infographics; Quantitative analysis; Radar; Roads; Syllables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWMXPBAM,journalArticle,2021,"Rezaei, Mahdi; Yazdani, Mirbahador; Jafari, Mahsa; Saadati, Mohammad",Gender differences in the use of ADAS technologies: A systematic review,Transportation Research Part F: Traffic Psychology and Behaviour,,1369-8478,10.1016/j.trf.2021.01.011,https://www.sciencedirect.com/science/article/pii/S1369847821000188,"Background In recent years, Advanced Driving Assistance Systems (ADAS) have been significantly progressed, opening novel horizons in reducing traffic accidents. Driver gender can be an affecting factor in the utilization of these systems. The purpose of this study is to review articles examining the effect of gender on the use of ADAS technologies. Methods This systematic review was conducted in Scopus, Science Direct and PubMed databases using defined key-words in 2018. The retrieved articles were managed and screened through PRISMA-P protocol using EndNote X7 software. The extracted variables were divided into three categories of reaction, behavior, and outcome and also the relevant subgroups. The results for each subgroup were qualitatively and quantitatively analyzed to obtain a definite conclusion for each category. Results Totally, 1039 articles were retrieved from which 27 were included. The analysis of results in reaction category indicated that in almost all of the variables, there was no significant difference between male and female drivers. In the behavior category, gender showed a significant effect on variables within the subgroups of driving speed, longitudinal distance, and lateral motion. The gender had also significant effect on the variables of the outcome category. Conclusions The present review showed that there was no significant difference between male and female drivers in reaction to sudden traffic events alarmed by warning systems. However, in terms of driving behavior, males behaved more dangerous than female. The findings also revealed that the number of crashes in critical situations was higher for female drivers.",4/1/2021,9/22/2021 15:21,10/11/2022 21:01,3/20/2022 23:37,15-Jan,,,78,,Transportation Research Part F: Traffic Psychology and Behaviour,Gender differences in the use of ADAS technologies,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\QIPJFCAK\Rezaei et al. - 2021 - Gender differences in the use of ADAS technologies.pdf; C:\Users\Quan\Zotero\storage\LWIKBHWP\S1369847821000188.html,,Include,ADAS; Driving; Gender; Traffic safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRF55UR7,journalArticle,2021,"Tabone, Wilbert; de Winter, Joost; Ackermann, Claudia; Bärgman, Jonas; Baumann, Martin; Deb, Shuchisnigdha; Emmenegger, Colleen; Habibovic, Azra; Hagenzieker, Marjan; Hancock, P. A.; Happee, Riender; Krems, Josef; Lee, John D.; Martens, Marieke; Merat, Natasha; Norman, Don; Sheridan, Thomas B.; Stanton, Neville A.",Vulnerable road users and the coming wave of automated vehicles: Expert perspectives,Transportation Research Interdisciplinary Perspectives,,2590-1982,10.1016/j.trip.2020.100293,https://www.sciencedirect.com/science/article/pii/S2590198220302049,"Automated driving research over the past decades has mostly focused on highway environments. Recent technological developments have drawn researchers and manufacturers to look ahead at introducing automated driving in cities. The current position paper examines this challenge from the viewpoint of scientific experts. Sixteen Human Factors researchers were interviewed about their personal perspectives on automated vehicles (AVs) and the interaction with VRUs in the future urban environment. Aspects such as smart infrastructure, external human-machine interfaces (eHMIs), and the potential of augmented reality (AR) were addressed during the interviews. The interviews showed that the researchers believed that fully autonomous vehicles will not be introduced in the coming decades and that intermediate levels of automation, specific AV services, or shared control will be used instead. The researchers foresaw a large role of smart infrastructure and expressed a need for AV-VRU segregation, but were concerned about corresponding costs and maintenance requirements. The majority indicated that eHMIs will enhance future AV-VRU interaction, but they noted that implicit communication will remain dominant and advised against text-based and instructive eHMIs. AR was commended for its potential in assisting VRUs, but given the technological challenges, its use, for the time being, was believed to be limited to scientific experiments. The present expert perspectives may be instrumental to various stakeholders and researchers concerned with the relationship between VRUs and AVs in future urban traffic.",3/1/2021,7/6/2022 16:57,10/11/2022 21:00,7/6/2022 16:57,100293,,,9,,Transportation Research Interdisciplinary Perspectives,Vulnerable road users and the coming wave of automated vehicles,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\TSA2P277\Tabone et al. - 2021 - Vulnerable road users and the coming wave of autom.pdf; C:\Users\Quan\Zotero\storage\965J2MC8\S2590198220302049.html,,Include,Automated vehicles; Virtual reality; Augmented reality; External human-machine interfaces; Position paper; Smart infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M7KNNM6,journalArticle,2021,"Sohrabi, Soheil; Khodadadi, Ali; Mousavi, Seyedeh Maryam; Dadashova, Bahar; Lord, Dominique","Quantifying the automated vehicle safety performance: A scoping review of the literature, evaluation of methods, and directions for future research",Accident Analysis & Prevention,,0001-4575,10.1016/j.aap.2021.106003,https://www.sciencedirect.com/science/article/pii/S0001457521000348,"Vehicle automation safety must be evaluated not only for market success but also for more informed decision-making about Automated Vehicles' (AVs) deployment and supporting policies and regulations to govern AVs’ unintended consequences. This study is designed to identify the AV safety quantification studies, evaluate the quantification approaches used in the literature, and uncover the gaps and challenges in AV safety evaluation. We employed a scoping review methodology to identify the approaches used in the literature to quantify AV safety. After screening and reviewing the literature, six approaches were identified: target crash population, traffic simulation, driving simulator, road test data analysis, system failure risk assessment, and safety effectiveness estimation. We ran two evaluations on the identified approaches. First, we investigated each approach in terms of its input (required data, assumptions, etc.), output (safety evaluation metrics), and application (to estimate AVs' safety implications at the vehicle, transportation system, and society levels). Second, we qualitatively compared them in terms of three criteria: availability of input data, suitability for evaluating different automation levels, and reliability of estimations. This review identifies four challenges in AV safety evaluation: (a) shortcomings in AV safety evaluation approaches, (b) uncertainties in AV implementations and their impacts on AV safety, (c) potential riskier behavior of AV passengers as well as other road users, and (d) emerging safety issues related to AV implementations. This review is expected to help researchers and rulemakers to choose the most appropriate quantification method based on their goals and study limitations. Future research is required to address the identified challenges in AV safety evaluation.",3/1/2021,9/22/2021 15:21,10/11/2022 21:00,7/27/2021 21:55,106003,,,152,,Accident Analysis & Prevention,Quantifying the automated vehicle safety performance,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\QY4N2HIW\Sohrabi et al. - 2021 - Quantifying the automated vehicle safety performan.pdf; C:\Users\Quan\Zotero\storage\E26TN54Q\S0001457521000348.html,,Include,Automated vehicle; Driving simulator; Evaluation metric; Failure risk; Road test data; Safety effectiveness; Safety evaluation; Safety implications; Target crash population; Traffic simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9TAW3SGR,journalArticle,2021,"Lyu, Feng; Cheng, Nan; Zhu, Hongzi; Zhou, Haibo; Xu, Wenchao; Li, Minglu; Shen, Xuemin",Towards Rear-End Collision Avoidance: Adaptive Beaconing for Connected Vehicles,IEEE Transactions on Intelligent Transportation Systems,,1558-0016,10.1109/TITS.2020.2966586,,"Connected vehicles have been considered as an effective solution to enhance driving safety as they can be well aware of nearby environments by exchanging safety beacons periodically. However, under dynamic traffic conditions, especially for dense-vehicle scenarios, the naive beaconing scheme where vehicles broadcast beacons at a fixed rate with a fixed transmission power can cause severe channel congestion and thus degrade the beaconing reliability. In this paper, by considering the kinematic status and beaconing rate together, we study the rear-end collision risk and define a danger coefficient ρ to capture the danger threat of each vehicle being in the rear-end collision. In specific, we propose a fully distributed adaptive beacon control scheme, called ABC, which makes each vehicle actively adopt a minimal but sufficient beaconing rate to avoid the rear-end collision in dense scenarios based on individually estimated ρ. With ABC, vehicles can broadcast at the maximum beaconing rate when the channel medium resource is enough and meanwhile keep identifying whether the channel is congested. Once a congestion event is detected, an NP-hard distributed beacon rate adaptation (DBRA) problem is solved with a greedy heuristic algorithm, in which a vehicle with a higher ρ is assigned with a higher beaconing rate while keeping the total required beaconing demand lower than the channel capacity. We prove the heuristic algorithm's close proximity to the optimal result and thoroughly analyze the communication overhead of ABC scheme. By using Simulation of Urban MObility (SUMO)-generated vehicular traces, we conduct extensive simulations to demonstrate the efficacy of our proposed ABC scheme. Simulation results show that vehicles can adapt beaconing rates according to the driving safety demand, and the beaconing reliability can be guaranteed even under high-dense vehicle scenarios.",2021-02,2/28/2022 22:15,10/11/2022 20:58,,1248-1263,,2,22,,,Towards Rear-End Collision Avoidance,,,,,,,,,,,,IEEE Xplore,,Conference Name: IEEE Transactions on Intelligent Transportation Systems,,C:\Users\Quan\Zotero\storage\48B675DK\8966614.html; C:\Users\Quan\Zotero\storage\5FI8PX8F\Lyu et al. - 2021 - Towards Rear-End Collision Avoidance Adaptive Bea.pdf,,Exclude,Safety; Accidents; Reliability; Adaptation models; adaptive beaconing; Bandwidth; beacon congestion control; Heuristic algorithms; rear-end collision avoidance; safety-awareness; V2X; Vehicle-to-everything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STVBXAKD,journalArticle,2021,"Lyu, Nengchao; Duan, Zhicheng; Ma, Changxi; Wu, Chaozhong",Safety margins – a novel approach from risk homeostasis theory for evaluating the impact of advanced driver assistance systems on driving behavior in near-crash events,Journal of Intelligent Transportation Systems,,1547-2450,10.1080/15472450.2020.1795846,https://doi.org/10.1080/15472450.2020.1795846,"Whereas the development of ADAS seeks to improve driver’s overall performance with a particular focus on traffic safety improvement; with it comes the requirement and opportunity to objectively evaluate the effectiveness of the technology in improving safety and overall road traffic efficiency. This study evaluates the effectiveness of ADAS in improving driver’s risk perception in near-crash events using a novel metric from risk homeostasis theory (RHT) – Safety Margins, as an indicator. By designing a function that captures the initial and maximum risk-level of drivers when involved in a critical driving event while driving on a field operational test (FOT) route in Wuhan China; a comparison of the risk-level of drivers when ADAS was on as against when ADAS was off can be made, enabling an effective evaluation of the impact of ADAS on driver’s risk perception and consequent risk mitigation. The results show that ADAS has a positive impact on the low-risk group and moderate-risk group for all drivers, but a negative impact on the high-risk group for skilled drivers. The impact evaluation is done under varying risk-levels of near-crash events with drivers of different driving experiences.",1/2/2021,7/23/2022 19:06,10/11/2022 20:57,7/23/2022 19:06,93-106,,1,25,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/15472450.2020.1795846,,C:\Users\Quan\Zotero\storage\38ERDUS8\Lyu et al. - 2021 - Safety margins – a novel approach from risk homeos.pdf; C:\Users\Quan\Zotero\storage\DGJKVBCB\15472450.2020.html,,Include,Advanced driver assistance systems; driving experience; effectiveness; evaluation; field operational tests; near-crash events; safety margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE84QGER,journalArticle,2021,"Ebnali, Mahdi; Lamb, Richard; Fathi, Razieh; Hulme, Kevin",Virtual reality tour for first-time users of highly automated cars: Comparing the effects of virtual environments with different levels of interaction fidelity,Applied Ergonomics,,0003-6870,10.1016/j.apergo.2020.103226,https://www.sciencedirect.com/science/article/pii/S0003687020301782,"Research in aviation and driving has highlighted the importance of training as an effective approach to reduce the costs associated with the supervisory role of the human in automated systems. However, only a few studies have investigated the effect of training on highly automated driving. Moreover, available interactive trainings are mostly based on automated driving simulators and the application of immersive technology such as Virtual Reality (VR) as a low-cost training solution has not been widely adopted. In this study, we developed three types of familiarization tours (low-fidelity VR, high-fidelity VR, and video) to train first-time users of highly automated cars. Then, the effectiveness of these tours was investigated on automation trust and driving performance in several critical and non-critical transition tasks in four groups: control, video, low-fidelity VR, and high-fidelity VR. The results revealed the positive impact of the tours on trust and transition performance at the first time of measurement. Takeover quality only improved when practices were presented in high-fidelity VR. After three times of exposure to transition requests, trust and transition performance of all groups converged to those of the high-fidelity VR group, demonstrating that: a) experiencing takeover transition during the training may reduce costs associated with first critical takeover request in highly automated driving, b) the VR tour with high level of interaction fidelity was superior to other training methods, and c) untrained and less-trained drivers learned about automation after a few trials. Knowledge resulting from this research could help develop cost-effective solutions for automated driving training in dealerships and car rental centers.",1/1/2021,3/20/2022 23:57,10/11/2022 20:55,3/20/2022 23:57,103226,,,90,,Applied Ergonomics,Virtual reality tour for first-time users of highly automated cars,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\DX9AB47H\Ebnali et al. - 2021 - Virtual reality tour for first-time users of highl.pdf; C:\Users\Quan\Zotero\storage\W45YIC3E\S0003687020301782.html,,Include,Training; Takeover; Highly automated driving; Interaction fidelity; Trust; Virtual reality (VR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFVWPYWP,journalArticle,2021,"Dai, Jingchen; Li, Ruimin; Liu, Zhiyong",Does initial experience affect consumers’ intention to use autonomous vehicles? Evidence from a field experiment in Beijing,Accident Analysis & Prevention,,0001-4575,10.1016/j.aap.2020.105778,https://www.sciencedirect.com/science/article/pii/S0001457520315980,"The demonstration, showcase, and city studies of autonomous vehicles (AVs) provide valuable opportunities for the public to interact with AV. Understanding the relationship between experiencing and intention to use AV is crucial because first-hand experience shapes an individual’s initial impressions on autonomous driving. This study investigated the users’ intention to use AVs based on extended theory of planned behavior, which incorporated experience satisfaction and trust. The data were collected through a field experiment from 117 respondents who had experienced a SAE Level 4 autonomous minibus in China. The proposed relationships were examined using partial least squares structural equation modelling. A satisfied experience contributes to a higher degree of trust, attitude, subjective norm (SN), and perceived behavioral control (PBC). Excluding SN, results suggest that attitude, PBC, experience satisfaction, and trust, are statistically proven to affect the intention to use AV. Moreover, an examination of individual difference reflects that the impact of experience satisfaction on PBC varies distinctively in male and female group, as well as in less educated and more educated group. Findings show the theoretical contributions and practical implications on the role of initial experience of AV acceptance.",1/1/2021,9/22/2021 15:21,10/11/2022 20:54,7/27/2021 21:55,105778,,,149,,Accident Analysis & Prevention,Does initial experience affect consumers’ intention to use autonomous vehicles?,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\Quan\Zotero\storage\R56W94KU\Dai et al. - 2021 - Does initial experience affect consumers’ intentio.pdf; C:\Users\Quan\Zotero\storage\W2T4EVIK\S0001457520315980.html,,Include,Acceptance; Autonomous vehicle; Experience satisfaction; Individual difference; Theory of planned behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
